"Accepted Symbol","Synonym Symbol","Symbol","Scientific Name","Native Status","Federal Noxious Status","Federal Noxious Common Name","State Noxious Status","State Noxious Common Name","Invasive"
"ACAL13","","ACAL13","Acarospora albomarginata","NA(N)","","","","",""
"ACAM5","","ACAM5","Acarospora americana","NA(N)","","","","",""
"ACAM7","","ACAM7","Acarospora amphibola","NA(N)","","","","",""
"ACAP","","ACAP","Acarospora applanata","NA(N)","","","","",""
"ACAR8","","ACAR8","Acarospora arenacea","NA(N)","","","","",""
"ACAR9","","ACAR9","Acarospora arenosa","NA(N)","","","","",""
"ACAS3","","ACAS3","Acarospora asahinae","NA(N)","","","","",""
"ACAS4","","ACAS4","Acarospora asperata","NA(N)","","","","",""
"ACBA4","","ACBA4","Acarospora badiofusca","NA(N)","","","","",""
"ACBU2","","ACBU2","Acarospora bullata","NA(N)","","","","",""
"ACCA14","","ACCA14","Acarospora caesiofusca","NA(N)","","","","",""
"ACCA15","","ACCA15","Acarospora californica","NA(N)","","","","",""
"ACCA16","","ACCA16","Acarospora canadensis","NA(N)","","","","",""
"ACCA17","","ACCA17","Acarospora carnegiei","NA(N)","","","","",""
"ACCE","","ACCE","Acarospora cervina","NA(N)","","","","",""
"ACCI2","","ACCI2","Acarospora cinereoalba","NA(N)","","","","",""
"ACCI4","","ACCI4","Acarospora citrina","NA(N)","","","","",""
"ACCL6","","ACCL6","Acarospora clauzadeana","NA(N)","","","","",""
"ACCO10","","ACCO10","Acarospora coloradiana","NA(N)","","","","",""
"ACCO11","","ACCO11","Acarospora complanata","NA(N)","","","","",""
"ACDE9","","ACDE9","Acarospora desolata","NA(N)","","","","",""
"ACDI4","","ACDI4","Acarospora dispersa","NA(N)","","","","",""
"ACEL2","","ACEL2","Acarospora elevata","NA(N)","","","","",""
"ACFU2","","ACFU2","Acarospora fuscata","NA(N)","","","","",""
"ACFU3","","ACFU3","Acarospora fuscescens","NA(N)","","","","",""
"ACGA2","","ACGA2","Acarospora gallica","NA(N)","","","","",""
"ACGE4","","ACGE4","Acarospora geogena","NA(N)","","","","",""
"ACGL2","","ACGL2","Acarospora glaucocarpa","NA(N)","","","","",""
"ACHA3","","ACHA3","Acarospora hassei","NA(N)","","","","",""
"ACHE6","","ACHE6","Acarospora heppii","NA(N)","","","","",""
"ACHE7","","ACHE7","Acarospora heufleriana","NA(N)","","","","",""
"ACHI6","","ACHI6","Acarospora hilaris","NA(N)","","","","",""
"ACIM2","","ACIM2","Acarospora immersa","NA(N)","","","","",""
"ACIM3","","ACIM3","Acarospora impressula","NA(N)","","","","",""
"ACIN5","","ACIN5","Acarospora instrata","NA(N)","","","","",""
"ACIN6","","ACIN6","Acarospora interjecta","NA(N)","","","","",""
"ACIN7","","ACIN7","Acarospora interposita","NA(N)","","","","",""
"ACIN8","","ACIN8","Acarospora interspersa","NA(N)","","","","",""
"ACMA10","","ACMA10","Acarospora macrospora","NA(N)","","","","",""
"ACMO6","","ACMO6","Acarospora molybdina","NA(N)","","","","",""
"ACNE7","","ACNE7","Acarospora nevadensis","NA(N)","","","","",""
"ACNI6","","ACNI6","Acarospora nigromarginata","NA(N)","","","","",""
"ACNI7","","ACNI7","Acarospora nitida","NA(N)","","","","",""
"ACNO6","","ACNO6","Acarospora nodulosa","NA(N)","","","","",""
"ACNON","","ACNON","Acarospora nodulosa var. nodulosa","NA(N)","","","","",""
"ACOB4","","ACOB4","Acarospora obnubila","NA(N)","","","","",""
"ACOB5","","ACOB5","Acarospora obpallens","NA(N)","","","","",""
"ACOL","","ACOL","Acarospora oligospora","NA(N)","","","","",""
"ACPA7","","ACPA7","Acarospora particularis","NA(N)","","","","",""
"ACPE6","","ACPE6","Acarospora peliscypha","NA(N)","","","","",""
"ACPE7","","ACPE7","Acarospora peltastica","NA(N)","","","","",""
"ACPY2","","ACPY2","Acarospora pyrenopsoides","NA(N)","","","","",""
"ACRA4","","ACRA4","Acarospora radicata","NA(N)","","","","",""
"ACRE7","","ACRE7","Acarospora reagens","NA(N)","","","","",""
"ACRU5","","ACRU5","Acarospora rugulosa","NA(N)","","","","",""
"ACSA6","","ACSA6","Acarospora saepincola","NA(N)","","","","",""
"ACSC4","","ACSC4","Acarospora scabrida","NA(N)","","","","",""
"ACSC5","","ACSC5","Acarospora schleicheri","NA(N)","","","","",""
"ACSC6","","ACSC6","Acarospora scotica","NA(N)","","","","",""
"ACSI4","","ACSI4","Acarospora sinopica","NA(N)","","","","",""
"ACSM2","","ACSM2","Acarospora smaragdula","NA(N)","","","","",""
"ACSO2","","ACSO2","Acarospora socialis","NA(N)","","","","",""
"ACSP6","","ACSP6","Acarospora sparsa","NA(N)","","","","",""
"ACST2","","ACST2","Acarospora stapfiana","NA(N)","","","","",""
"ACST3","","ACST3","Acarospora strigata","NA(N)","","","","",""
"ACSU5","","ACSU5","Acarospora succedens","NA(N)","","","","",""
"ACSU6","","ACSU6","Acarospora superfusa","NA(N)","","","","",""
"ACTE5","","ACTE5","Acarospora tenebrica","NA(N)","","","","",""
"ACTE6","","ACTE6","Acarospora terricola","NA(N)","","","","",""
"ACTH4","","ACTH4","Acarospora thamnina","NA(N)","","","","",""
"ACTH5","","ACTH5","Acarospora thelococcoides","NA(N)","","","","",""
"ACTH6","","ACTH6","Acarospora thermophila","NA(N)","","","","",""
"ACTO4","","ACTO4","Acarospora tongleti","NA(N)","","","","",""
"ACTU2","","ACTU2","Acarospora tucsonensis","NA(N)","","","","",""
"ACUT","","ACUT","Acarospora utahensis","NA(N)","","","","",""
"ACVE4","","ACVE4","Acarospora veronensis","NA(N)","","","","",""
"ACWA2","","ACWA2","Acarospora washingtonensis","NA(N)","","","","",""
"ACAUL","","ACAUL","Acaulon","NA(N)","","","","",""
"ACMU5","","ACMU5","Acaulon muticum","NA(N)","","","","",""
"ACMUM","","ACMUM","Acaulon muticum var. muticum","NA(N)","","","","",""
"ACMUR","","ACMUR","Acaulon muticum var. rufescens","NA(N)","","","","",""
"ACSC8","","ACSC8","Acaulon schimperianum","NA(N)","","","","",""
"ACTR4","","ACTR4","Acaulon triquetrum","NA(N)","","","","",""
"ACER","","ACER","Acer","L48(I,N)CAN(I,N)SPM(N)","","","","",""
"ACFR","","ACFR","Acer ×freemanii","L48(N)CAN(N)","","","","",""
"ACBU4","","ACBU4","Acer buergerianum","","","","","",""
"ACCA5","","ACCA5","Acer campestre","L48(I)CAN(I)","","","","",""
"ACCI","","ACCI","Acer circinatum","L48(N)AK(N?)CAN(N)","","","","",""
"ACCI5","","ACCI5","Acer cissifolium","","","","","",""
"ACDI12","","ACDI12","Acer diabolicum","","","","","",""
"ACFL","","ACFL","Acer floridanum","L48(N)","","","","",""
"ACGI","","ACGI","Acer ginnala","L48(I)CAN(I)","","","CT(PINB)","CT (Amur maple)","WI"
"ACGL","","ACGL","Acer glabrum","L48(N)AK(I?)CAN(N)","","","","",""
"ACGLD3","","ACGLD3","Acer glabrum var. diffusum","L48(N)","","","","",""
"ACGLD4","","ACGLD4","Acer glabrum var. douglasii","L48(N)AK(I?)CAN(N)","","","","",""
"ACGLG2","","ACGLG2","Acer glabrum var. glabrum","L48(N)","","","","",""
"ACGLG","","ACGLG","Acer glabrum var. greenei","L48(N)","","","","",""
"ACGLN2","","ACGLN2","Acer glabrum var. neomexicanum","L48(N)","","","","",""
"ACGLT2","","ACGLT2","Acer glabrum var. torreyi","L48(N)","","","","",""
"ACGR3","","ACGR3","Acer grandidentatum","L48(N)","","","","",""
"ACGRG","","ACGRG","Acer grandidentatum var. grandidentatum","L48(N)","","","","",""
"ACGRS","","ACGRS","Acer grandidentatum var. sinuosum","L48(N)","","","","",""
"ACGR14","","ACGR14","Acer griseum","","","","","",""
"ACJA2","","ACJA2","Acer japonicum","CAN(I)NA(I)","","","","",""
"ACLE","","ACLE","Acer leucoderme","L48(N)","","","","",""
"ACLE2","","ACLE2","Acer leucoderme × saccharum","","","","","",""
"ACMA3","","ACMA3","Acer macrophyllum","L48(N)CAN(N)","","","","",""
"ACNE2","","ACNE2","Acer negundo","L48(N)CAN(N)","","","","","N'EAST"
"ACNEA","","ACNEA","Acer negundo var. arizonicum","L48(N)","","","","",""
"ACNEC2","","ACNEC2","Acer negundo var. californicum","L48(N)","","","","",""
"ACNEI2","","ACNEI2","Acer negundo var. interius","L48(N)","","","","",""
"ACNEN","","ACNEN","Acer negundo var. negundo","L48(N)CAN(N)","","","","",""
"ACNET","","ACNET","Acer negundo var. texanum","L48(N)","","","","",""
"ACNEV","","ACNEV","Acer negundo var. violaceum","L48(N)","","","","",""
"ACNI5","","ACNI5","Acer nigrum","L48(N)CAN(N)","","","","",""
"ACOP3","","ACOP3","Acer opalus","","","","","",""
"ACOPO","","ACOPO","Acer opalus ssp. obtusatum","","","","","",""
"ACPA2","","ACPA2","Acer palmatum","L48(I)CAN(I)","","","","",""
"ACPE","","ACPE","Acer pensylvanicum","L48(N)CAN(N)","","","","",""
"ACPL","","ACPL","Acer platanoides","L48(I)CAN(I)","","","CT(INB)MA(P)","CT (Norway maple)MA (Norway maple)","N'EAST, WI"
"ACPS","","ACPS","Acer pseudoplatanus","L48(I)CAN(I)","","","CT(PIB)MA(P)","CT (sycamore maple)MA (sycamore maple)","STATE"
"ACRU","","ACRU","Acer rubrum","L48(N)CAN(N)","","","","","N'EAST"
"ACRUD","","ACRUD","Acer rubrum var. drummondii","L48(N)","","","","",""
"ACRUR","","ACRUR","Acer rubrum var. rubrum","L48(N)CAN(N)","","","","",""
"ACRUT","","ACRUT","Acer rubrum var. trilobum","L48(N)CAN(N)","","","","",""
"ACSA2","","ACSA2","Acer saccharinum","L48(N)CAN(N)","","","","",""
"ACSA3","","ACSA3","Acer saccharum","L48(N)CAN(N)","","","","",""
"ACSAS","","ACSAS","Acer saccharum var. saccharum","L48(N)CAN(N)","","","","",""
"ACSAS2","","ACSAS2","Acer saccharum var. schneckii","L48(N)","","","","",""
"ACSP2","","ACSP2","Acer spicatum","L48(N)CAN(N)SPM(N)","","","","",""
"ACTA80","","ACTA80","Acer tataricum","L48(I)","","","","",""
"ACTAT2","","ACTAT2","Acer tataricum var. torminaloides","","","","","",""
"ACHIL","","ACHIL","Achillea","L48(I,N)CAN(I,N)GL(I,N)SPM(I,N)","","","","",""
"ACAE2","","ACAE2","Achillea aegyptiaca","","","","","",""
"ACAG","","ACAG","Achillea ageratifolia","","","","","",""
"ACAG3","","ACAG3","Achillea ageratum","L48(I)","","","","",""
"ACAL17","","ACAL17","Achillea alpina","CAN(N)NA(N)","","","","",""
"ACBI6","","ACBI6","Achillea biserrata","","","","","",""
"ACCA29","","ACCA29","Achillea cartilaginea","","","","","",""
"ACCH6","","ACCH6","Achillea chrysocoma","","","","","",""
"ACCL3","","ACCL3","Achillea clavennae","","","","","",""
"ACCL4","","ACCL4","Achillea clusiana","","","","","",""
"ACCL5","","ACCL5","Achillea clypeolata","","","","","",""
"ACCO19","","ACCO19","Achillea collina","","","","","",""
"ACCO20","","ACCO20","Achillea conferta","","","","","",""
"ACCR3","","ACCR3","Achillea crithmifolia","","","","","",""
"ACDI6","","ACDI6","Achillea distans","L48(I)CAN(I)","","","","",""
"ACDIT","","ACDIT","Achillea distans ssp. tanacetifolia","","","","","",""
"ACER7","","ACER7","Achillea erba-rotta","","","","","",""
"ACERR","","ACERR","Achillea erba-rotta ssp. rupestris","","","","","",""
"ACFI","","ACFI","Achillea filipendulina","L48(I)CAN(I)","","","","",""
"ACGR12","","ACGR12","Achillea grandifolia","","","","","",""
"ACIM6","","ACIM6","Achillea impatiens","","","","","",""
"ACLI2","","ACLI2","Achillea ligustica","L48(I)","","","","",""
"ACLI7","","ACLI7","Achillea lingulata","","","","","",""
"ACMA15","","ACMA15","Achillea macrocephala","","","","","",""
"ACMA13","","ACMA13","Achillea macrophylla","","","","","",""
"ACMI2","","ACMI2","Achillea millefolium","L48(I,N)AK(N)HI(I)CAN(NI)GL(N)SPM(NI)","","","","","KY, N'EAST, NE&GP, SWSS"
"ACMIA","","ACMIA","Achillea millefolium var. alpicola","L48(N)AK(N)","","","","",""
"ACMIA2","","ACMIA2","Achillea millefolium var. arenicola","L48(N)","","","","",""
"ACMIB","","ACMIB","Achillea millefolium var. borealis","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","","",""
"ACMIC","","ACMIC","Achillea millefolium var. californica","L48(N)","","","","",""
"ACMIG","","ACMIG","Achillea millefolium var. gigantea","L48(N)","","","","",""
"ACMIL2","","ACMIL2","Achillea millefolium var. litoralis","L48(N)","","","","",""
"ACMIM5","","ACMIM5","Achillea millefolium var. megacephala","CAN(N)NA(N)","","","","",""
"ACMIM2","","ACMIM2","Achillea millefolium var. millefolium","L48(I)HI(I)CAN(I)SPM(I)","","","","",""
"ACMIN","","ACMIN","Achillea millefolium var. nigrescens","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","","",""
"ACMIO","","ACMIO","Achillea millefolium var. occidentalis","L48(N)AK(N)CAN(N)GL(N)SPM(N)","","","","",""
"ACMIP","","ACMIP","Achillea millefolium var. pacifica","L48(N)AK(N)","","","","",""
"ACMIP2","","ACMIP2","Achillea millefolium var. puberula","L48(N)","","","","",""
"ACNO","","ACNO","Achillea nobilis","L48(I)","","","","",""
"ACOD2","","ACOD2","Achillea odorata","","","","","",""
"ACPA11","","ACPA11","Achillea pannonica","CAN(I)NA(I)","","","","",""
"ACPT","","ACPT","Achillea ptarmica","L48(I)AK(I)CAN(I)GL(I)SPM(I)","","","","",""
"ACPY5","","ACPY5","Achillea pyrenaica","","","","","",""
"ACSE10","","ACSE10","Achillea setacea","","","","","",""
"ACSI","","ACSI","Achillea sibirica","L48(N)AK(N)","","","","",""
"ACUM","","ACUM","Achillea umbellata","","","","","",""
"ACHLY","","ACHLY","Achlys","L48(N)CAN(N)","","","","",""
"ACCA6","","ACCA6","Achlys californica","L48(N)CAN(N)","","","","",""
"ACTR","","ACTR","Achlys triphylla","L48(N)CAN(N)","","","","",""
"ACHNA","","ACHNA","Achnatherum","L48(I,N)CAN(N)","","","","",""
"ACBL","","ACBL","Achnatherum ×bloomeri","L48(N)","","","","",""
"ACAR14","","ACAR14","Achnatherum aridum","L48(N)","","","","",""
"ACBR5","","ACBR5","Achnatherum brachychaetum","L48(I)","","","AZ(PNW)CA(AW)","CA (punagrass)","STATE"
"ACBR6","","ACBR6","Achnatherum bromoides","","","","","",""
"ACCA30","","ACCA30","Achnatherum calamagrostis","","","","","",""
"ACCA34","","ACCA34","Achnatherum capense","L48(I)","","","","",""
"ACCA36","","ACCA36","Achnatherum caragana","","","","","",""
"ACCA31","","ACCA31","Achnatherum caudatum","L48(I)","","","","",""
"ACCL7","","ACCL7","Achnatherum clandestinum","L48(I)","","","","",""
"ACCO22","","ACCO22","Achnatherum contractum","L48(N)","","","","",""
"ACCO21","","ACCO21","Achnatherum coronatum","L48(N)","","","","",""
"ACCU6","","ACCU6","Achnatherum curvifolium","L48(N)","","","","",""
"ACDI10","","ACDI10","Achnatherum diegoense","L48(N)","","","","",""
"ACEM4","","ACEM4","Achnatherum eminens","L48(N)","","","","",""
"ACHE10","","ACHE10","Achnatherum hendersonii","L48(N)","","","","",""
"ACHY","","ACHY","Achnatherum hymenoides","L48(N)CAN(N)","","","","",""
"ACLA8","","ACLA8","Achnatherum latiglume","L48(N)","","","","",""
"ACLE8","","ACLE8","Achnatherum lemmonii","L48(N)CAN(N)","","","","",""
"ACLEL","","ACLEL","Achnatherum lemmonii var. lemmonii","L48(N)CAN(N)","","","","",""
"ACLEP","","ACLEP","Achnatherum lemmonii var. pubescens","L48(N)","","","","",""
"ACLE9","","ACLE9","Achnatherum lettermanii","L48(N)","","","","",""
"ACLO7","","ACLO7","Achnatherum lobatum","L48(N)","","","","",""
"ACNE9","","ACNE9","Achnatherum nelsonii","L48(N)CAN(N)","","","","",""
"ACNED","","ACNED","Achnatherum nelsonii ssp. dorei","L48(N)CAN(N)","","","","",""
"ACNEN2","","ACNEN2","Achnatherum nelsonii ssp. nelsonii","L48(N)CAN(N)","","","","",""
"ACNE10","","ACNE10","Achnatherum nevadense","L48(N)","","","","",""
"ACOC3","","ACOC3","Achnatherum occidentale","L48(N)CAN(N)","","","","",""
"ACOCC","","ACOCC","Achnatherum occidentale ssp. californicum","L48(N)CAN(N)","","","","",""
"ACOCO","","ACOCO","Achnatherum occidentale ssp. occidentale","L48(N)","","","","",""
"ACOCP","","ACOCP","Achnatherum occidentale ssp. pubescens","L48(N)CAN(N)","","","","",""
"ACPA13","","ACPA13","Achnatherum parishii","L48(N)","","","","",""
"ACPAD","","ACPAD","Achnatherum parishii var. depauperatum","L48(N)","","","","",""
"ACPAP","","ACPAP","Achnatherum parishii var. parishii","L48(N)","","","","",""
"ACPE12","","ACPE12","Achnatherum pekinense","","","","","",""
"ACPE13","","ACPE13","Achnatherum perplexum","L48(N)","","","","",""
"ACPI2","","ACPI2","Achnatherum pinetorum","L48(N)","","","","",""
"ACRI8","","ACRI8","Achnatherum richardsonii","L48(N)AK(I)CAN(N)","","","","",""
"ACRO7","","ACRO7","Achnatherum robustum","L48(N)","","","","",""
"ACSC11","","ACSC11","Achnatherum scribneri","L48(N)","","","","",""
"ACSP12","","ACSP12","Achnatherum speciosum","L48(N)","","","","",""
"ACSP8","","ACSP8","Achnatherum splendens","","","","","",""
"ACST7","","ACST7","Achnatherum stillmanii","L48(N)","","","","",""
"ACSW3","","ACSW3","Achnatherum swallenii","L48(N)","","","","",""
"ACTH7","","ACTH7","Achnatherum thurberianum","L48(N)","","","","",""
"ACWA","","ACWA","Achnatherum wallowaense","L48(N)","","","","",""
"ACWE3","","ACWE3","Achnatherum webberi","L48(N)","","","","",""
"ACHNE","","ACHNE","×Achnella","L48(I)CAN(N)","","","","",""
"ACCA32","","ACCA32","×Achnella caduca","L48(I)CAN(N)","","","","",""
"ACHYR","","ACHYR","Achyrachaena","L48(N)","","","","",""
"ACMO2","","ACMO2","Achyrachaena mollis","L48(N)","","","","",""
"ACHYR2","","ACHYR2","Achyranthes","L48(I)","","","","",""
"ACAS","","ACAS","Achyranthes aspera","L48(I)HI(I)PR(I)VI(I)","","","","",""
"ACASA","","ACASA","Achyranthes aspera var. aspera","L48(I)HI(I)PR(I)VI(I)","","","","",""
"ACASP","","ACASP","Achyranthes aspera var. pubescens","L48(I)HI(I)PR(I)","","","","",""
"ACBI9","","ACBI9","Achyranthes bidentata","L48(I)","","","","",""
"ACCA37","","ACCA37","Achyranthes canescens","","","","","",""
"ACJA","","ACJA","Achyranthes japonica","L48(I)","","","","",""
"ACJAH","","ACJAH","Achyranthes japonica var. hachijoensis","L48(I)","","","","",""
"ACMU2","","ACMU2","Achyranthes mutica","HI(N)","","","","",""
"ACSP3","","ACSP3","Achyranthes splendens","HI(N)","","","","",""
"ACSPA2","","ACSPA2","Achyranthes splendens var. atollensis","L48(N)HI(N)","","","","",""
"ACSPR2","","ACSPR2","Achyranthes splendens var. rotundata","HI(N)","","","","",""
"ACSPS","","ACSPS","Achyranthes splendens var. splendens","HI(N)","","","","",""
"ACHYR3","","ACHYR3","Achyronychia","L48(N)","","","","",""
"ACCO3","","ACCO3","Achyronychia cooperi","L48(N)","","","","",""
"ACICA","","ACICA","Acicarpha","L48(I)","","","","",""
"ACTR2","","ACTR2","Acicarpha tribuloides","L48(I)","","","","",""
"ACIDA","","ACIDA","Acidanthera","","","","","",""
"ACINO","","ACINO","Acinos","L48(I)CAN(I)","","","","",""
"ACAR2","","ACAR2","Acinos arvensis","L48(I)CAN(I)","","","","",""
"ACIPH","","ACIPH","Aciphylla","","","","","",""
"ACFE2","","ACFE2","Aciphylla ferox","","","","","",""
"ACISA","","ACISA","Acisanthera","","","","","",""
"ACQU","","ACQU","Acisanthera quadrata","PR(N)","","","","",""
"ACLEI","","ACLEI","Acleisanthes","L48(N)","","","","",""
"ACAC","","ACAC","Acleisanthes acutifolia","L48(N)","","","","",""
"ACAN2","","ACAN2","Acleisanthes anisophylla","L48(N)","","","","",""
"ACCR","","ACCR","Acleisanthes crassifolia","L48(N)","","","","",""
"ACLO2","","ACLO2","Acleisanthes longiflora","L48(N)","","","","",""
"ACOB2","","ACOB2","Acleisanthes obtusa","L48(N)","","","","",""
"ACWR3","","ACWR3","Acleisanthes wrightii","L48(N)","","","","",""
"ACMEL","","ACMEL","Acmella","L48(I,N)","","","","",""
"ACDE5","","ACDE5","Acmella decumbens","L48(I)","","","","",""
"ACGR17","","ACGR17","Acmella grandiflora","L48(I)","","","","",""
"ACIO","","ACIO","Acmella iodiscaea","PR(N)","","","","",""
"ACOP","","ACOP","Acmella oppositifolia","L48(N)","","","","",""
"ACOPR","","ACOPR","Acmella oppositifolia var. repens","L48(N)","","","","",""
"ACPI4","","ACPI4","Acmella pilosa","L48(I)","","","","",""
"ACPU","","ACPU","Acmella pusilla","L48(I)PR(I)","","","","",""
"ACUL","","ACUL","Acmella uliginosa","","","","","",""
"ACNIS","","ACNIS","Acnistus","","","","","",""
"ACAR","","ACAR","Acnistus arborescens","PR(N)VI(N)","","","","",""
"ACOEL","","ACOEL","Acoelorraphe","L48(N)","","","","",""
"ACWR4","","ACWR4","Acoelorraphe wrightii","L48(N)","","","","",""
"ACONI","","ACONI","Aconitum","L48(I,N)CAN(GP)","","","","",""
"ACBI4","","ACBI4","Aconitum ×bicolor","CAN(GP)NA(GP)","","","","",""
"ACAN8","","ACAN8","Aconitum anthora","","","","","",""
"ACCA20","","ACCA20","Aconitum carmichaelii","","","","","",""
"ACCO4","","ACCO4","Aconitum columbianum","L48(N)CAN(N)","","","","",""
"ACCOC3","","ACCOC3","Aconitum columbianum ssp. columbianum","L48(N)CAN(N)","","","","",""
"ACCOV2","","ACCOV2","Aconitum columbianum ssp. viviparum","L48(N)","","","","",""
"ACDE2","","ACDE2","Aconitum delphiniifolium","AK(N)CAN(N)NA(N)","","","","",""
"ACDEC","","ACDEC","Aconitum delphiniifolium ssp. chamissonianum","AK(N)","","","","",""
"ACDED3","","ACDED3","Aconitum delphiniifolium ssp. delphiniifolium","AK(N)CAN(N)NA(N)","","","","",""
"ACDEP","","ACDEP","Aconitum delphiniifolium ssp. paradoxum","AK(N)CAN(N)NA(N)","","","","",""
"ACFE","","ACFE","Aconitum ferox","","","","","",""
